case_id,pool,case_dir,valid_geometry,invalid_reason,n_fin,h_ch_mm,h_fin_mm,d_in_mm,u_in_m_per_s,q_w_kw_m2,mesh_nx,mesh_ny,effective_inlet_width_mm,inlet_width_saturated,case_json_sha256,stl_sha256,status
id_train_pbf02_0018,id_train,openfoam_cases/id_train_pbf02_0018,true,,6,7.484556,3.560221,2.495893,1.229468,37.323767,240,30,2.495893,false,75f84d0cff171f09efa5035ec35a77a49e8c181f53aff5ff6a1e4ee2715fe0c1,2097daeec9265ebb5a7f547cba2a58004ef8e23cba34daf029f30601267b889d,generated_not_solved
id_train_pbf02_0019,id_train,openfoam_cases/id_train_pbf02_0019,true,,6,4.02335,2.448487,2.251722,0.611724,18.921741,240,16,2.251722,false,b6f66639c7297524155df30f0bd95ac714d62c2ea0ec7c635e5bd2dfb5b25c56,20b3a8c81e86584aa4725fcca6eb1a8a1ccd44b794988612dd88d63e741bc389,generated_not_solved
id_train_pbf02_0020,id_train,openfoam_cases/id_train_pbf02_0020,true,,6,9.040525,4.647839,2.210226,1.227952,49.938648,240,36,2.210226,false,8257896a57807528bd179ab95803d34740feb00ba2bb5cc245c4873c05b5bfaf,2fda1ab3a5062fb31a738abcd479f384c10e75b9c4a80d5b384ea2fcd2785e3d,generated_not_solved
id_train_pbf02_0072,id_train,openfoam_cases/id_train_pbf02_0072,true,,4,6.779039,5.015566,5.425125,0.99899,17.617958,240,27,5.425125,false,fe75009bcc13cdd3ba1c05662e816d040f94925c7f0c98c870057b0f6db92f1f,7140881fbd100a3e8aa461077a2048ed54760a2a7480cce856895e8448d7b805,generated_not_solved
id_train_pbf02_0073,id_train,openfoam_cases/id_train_pbf02_0073,true,,4,8.824809,5.421849,5.485795,1.217608,25.650949,240,35,5.485795,false,04bb3da9da9bb9e391d426fd9e83ae58fd449d50d6985305f74b3b242dd6fcb0,27b6efce6b253627a4269c29b25690c2dfb42cc2e2ee7b86132a29cf0297ea90,generated_not_solved
id_train_pbf02_0074,id_train,openfoam_cases/id_train_pbf02_0074,true,,4,6.886141,4.102958,3.358359,0.634299,34.81026,240,28,3.358359,false,a1aa092240c8a7122a309d4c754612ca5b3e94166884cc9f973bc5fafbfd739d,0c213a854b74941241a135123e456c7be776f74d3e94ba714c8d7b529918fbfe,generated_not_solved
id_train_pbf02_0034,id_train,openfoam_cases/id_train_pbf02_0034,true,,4,9.744495,4.612034,3.585203,1.31801,6.006197,240,39,3.585203,false,a18420ac9dd554dde2a4e61d9328c3bd49ce0c311f987da6e5916a313a9cecff,78b9d4cc1d293b8a7cbfe6f1082a1b8927a64025073aab2998319022f32fdc7d,generated_not_solved
id_train_pbf02_0033,id_train,openfoam_cases/id_train_pbf02_0033,true,,4,4.447226,2.219193,5.646744,0.443748,21.969473,240,18,4.447226,true,a7719d5cca75a281cff438ba47d53c1d35e68e6f64a92941d4ec5af0b536b8d0,150b0e627189db907a7f623fd5f9000c4b226643ac9d8602de2395d02c53e198,generated_not_solved
id_train_pbf02_0035,id_train,openfoam_cases/id_train_pbf02_0035,true,,4,8.689912,5.988787,2.694706,0.609325,43.563881,240,35,2.694706,false,9860dce2f307bf862fbd75bd00e234a388d2d8db886cf45f6314df2cbcf64dfa,462438fa367852e4d1e8f1ab5879de3c648d68de540fe1fe2ef779e2331e2887,generated_not_solved
id_train_pbf02_0040,id_train,openfoam_cases/id_train_pbf02_0040,true,,8,6.288447,3.361049,5.040222,1.091046,11.058006,240,25,5.040222,false,cbe9b5451c994050b98392e7f611099e39eb3931fd14d2ee5ac5e227a649aee5,a42751975de5078adbc4d9e9834d65cf34a475a8deabed7918e6fdf9ecc1d425,generated_not_solved
id_train_pbf02_0041,id_train,openfoam_cases/id_train_pbf02_0041,true,,8,8.004437,3.729759,3.741028,0.486649,48.78402,240,32,3.741028,false,cd08f924ceded20c85e81841fbbdad973d1d9d16b452495a0e6b0cd266e85255,3ffe3a243bf1e234b0ac2a64dd0d632efc8333640bddfd386d05c135efb9b72e,generated_not_solved
id_train_pbf02_0039,id_train,openfoam_cases/id_train_pbf02_0039,true,,8,4.332441,2.566035,3.069193,0.401065,46.405286,240,17,3.069193,false,fa9d246b405062bd77850ef862a3d8755a2d3f8fd46ae74f18ed750a45b0f6a5,637a0a384861fe40886900028fe991c64b622e3d02822779c9cc1ecfd722dbe5,generated_not_solved
id_train_pbf02_0059,id_train,openfoam_cases/id_train_pbf02_0059,true,,5,8.943141,4.569407,5.894679,0.943864,5.823792,240,36,5.894679,false,232f643da63c02f59c13dd545389b03056a38ca7efca15debb74ee9beac220e4,7ef325b1a3d0038a1d9ec6f74ac0fcea5b4acf784dd5a21aec0dcb52485fbc29,generated_not_solved
id_train_pbf02_0058,id_train,openfoam_cases/id_train_pbf02_0058,true,,5,5.617891,4.176126,5.855295,0.746383,27.98682,240,22,5.617891,true,f1092062ae80b7cc7a24265e7ea329b890b817b0c2b0199f7f6305b6555a1d44,9341bdadf77e7c78afba6f130600a7b01f6c12bcd1ff2ea855a8e8d06cfcfe09,generated_not_solved
id_train_pbf02_0057,id_train,openfoam_cases/id_train_pbf02_0057,true,,5,8.500448,4.946407,5.189293,0.653291,39.368479,240,34,5.189293,false,4ee4090df49904492a5864ccb68f3ceb7c13aefb6e83bcda6af5555d08c42b5d,0cc12675659218e0bb29077e1e82f4ab13b2ffb922147587c38de9db09e519ef,generated_not_solved
id_train_pbf02_0063,id_train,openfoam_cases/id_train_pbf02_0063,true,,7,6.649988,3.027539,4.794659,1.130953,25.030268,240,27,4.794659,false,8ad0f8e7c91bf91d11bb9c524c29629901029029011ba19a6923d730888a8e59,d6a9fc8b10444bfd6a84e6409905377635854155cbf3ee90eb1d955909744793,generated_not_solved
id_train_pbf02_0064,id_train,openfoam_cases/id_train_pbf02_0064,true,,7,6.600478,3.184552,5.298532,0.955142,25.268842,240,26,5.298532,false,80a0b30ec9d4a4f3e3b3e64233a7b8261ab8da6f772548de6f82f7de71b4da25,1352c540c2980ec3c7c9d0687158017500fd1725b9d6dda3c57f8c0f7c735178,generated_not_solved
id_train_pbf02_0065,id_train,openfoam_cases/id_train_pbf02_0065,true,,7,4.860391,2.232622,5.919423,1.449462,40.062739,240,19,4.860391,true,6e180f37aee895f2603e0deb02eb54fc67c0d28154c1b9b5e109022aeb0fe9b8,cf639bad5d9cba7433824b6dbed2cae5e09d1c1327ca64f6700f15d3c0fa226b,generated_not_solved
id_train_pbf02_0045,id_train,openfoam_cases/id_train_pbf02_0045,true,,5,4.773276,2.632384,5.773496,1.089195,9.032591,240,19,4.773276,true,c8b4b82fd5dce73c88729d848f7c3122b33e35e64ca0a34a1e92e20a96ea2da5,5bc12b53111035d06a28df91fe605071551cb9fdac23e10aed620c849b6e14dd,generated_not_solved
id_train_pbf02_0047,id_train,openfoam_cases/id_train_pbf02_0047,true,,5,9.41744,2.509375,3.736311,0.71404,10.124448,240,38,3.736311,false,09b7b13f1beef857855a86c592dea7208c9fb5a85cca622ce93fd9729872abcd,e3ce28580ee693586234fc641b286013dfbbd891a576efea55e08e94dad7d405,generated_not_solved
id_train_pbf02_0046,id_train,openfoam_cases/id_train_pbf02_0046,true,,5,5.705673,2.108789,2.788359,0.202447,10.878624,240,23,2.788359,false,91d1113edea50c8f74f5a1c94200276071a15fb100eaab2af4fe10d9b28eabe1,110d9ca25211206387a975f8b40f1f4f69a78703a58e81d53a2bc4ad3c0fdb2f,generated_not_solved
id_train_pbf02_0027,id_train,openfoam_cases/id_train_pbf02_0027,true,,6,5.612505,2.865937,3.841048,0.444964,8.354898,240,22,3.841048,false,968eb18ff147da26e868aac56a39b7dd7e5aa6b0d092f11bdcfa78c4a13a4a51,00e346b1cb1bc2468b15f8d1f1c5d8d53a44e01d5666b01f3345e07b168de79b,generated_not_solved
