case_id,pool,case_dir,valid_geometry,invalid_reason,n_fin,h_ch_mm,h_fin_mm,d_in_mm,u_in_m_per_s,q_w_kw_m2,mesh_nx,mesh_ny,effective_inlet_width_mm,inlet_width_saturated,case_json_sha256,stl_sha256,status
id_calibration_pbf03_0001,id_calibration,openfoam_cases/id_calibration_pbf03_0001,true,,5,8.985171,2.505265,4.932942,1.380808,39.195317,240,36,4.932942,false,6f228688674a5a78149868adf96856b73da18508f934643236e0bffcfd759b91,68e5691ea70d80c9022278bbf9cb9630fb46b50ab64af4e4a4fa7d5a24d84fb1,generated_not_solved
id_calibration_pbf03_0003,id_calibration,openfoam_cases/id_calibration_pbf03_0003,true,,6,8.116109,5.47263,3.08017,1.290559,41.070944,240,32,3.08017,false,9a640750be8624c91462bb3004a4238b5a3249358b03da5931b2c1fac43a3f84,c750459c3a8275249c9ed14f02957c517c21c7243c756efd088529d7c6022572,generated_not_solved
id_calibration_pbf03_0004,id_calibration,openfoam_cases/id_calibration_pbf03_0004,true,,7,4.587655,2.893329,5.930147,1.290824,19.98721,240,18,4.587655,true,83cba14e97e1065334d8de87309188ca0a72311a9fdb683facb95ddda6bf260b,fdf0450dfdccd2884fe86453e50f426ccc969f9c5a2345d9651ff807f2f795e4,generated_not_solved
id_calibration_pbf03_0000,id_calibration,openfoam_cases/id_calibration_pbf03_0000,true,,5,8.5631,2.623503,3.436476,0.296496,45.090257,240,34,3.436476,false,1414d3df1b0d2b2cc4f5040c0da70ecdeb5a7b91d17071b3b5f682d6f6404e5e,1cd690e48172e899929b80c54bd31891a94c81d61dd3e7f679b215b5fdab5c0d,generated_not_solved
id_calibration_pbf03_0002,id_calibration,openfoam_cases/id_calibration_pbf03_0002,true,,6,4.9153,2.682063,3.230493,0.662981,12.412131,240,20,3.230493,false,5037a9f762e156d471165b2523a117f0c0aba6534cf864a179e8ab3608f5a6d3,bc5c77238c42a45cc2d93cace84d46ed4a980b00d3889825175844dda68280cb,generated_not_solved
id_test_pbf03_0001,id_test,openfoam_cases/id_test_pbf03_0001,true,,5,8.048883,4.031671,5.097186,0.685302,39.537837,240,32,5.097186,false,e1a936ecc9e55b777b540bb6dc24eec4c7c2f716fd1f3b5fe8bab0cd103060ab,2649311f09907c73c9856f723ceb7718a599f1624a479d4755c3fdba00c9c605,generated_not_solved
id_test_pbf03_0002,id_test,openfoam_cases/id_test_pbf03_0002,true,,6,8.717489,3.885777,4.754785,0.573895,8.11907,240,35,4.754785,false,cccafd25f3c911d992039472cc5cf0530f1a8193aea7a3671bfd56e66a6bcec3,a70c05254522f22e5c4047871f4aef5f887564e8421c7de8fba39f2c4aa78a08,generated_not_solved
id_test_pbf03_0003,id_test,openfoam_cases/id_test_pbf03_0003,true,,5,4.031711,2.378599,2.035304,0.463862,43.518106,240,16,2.035304,false,1f0d3293bc7215d10c749951181840fcb8529078aebdc594a4d1e57a21a79d68,fed7e921e279e78c2a8c3c3179538e1c6df741cbf4d4fd564da08efee47db348,generated_not_solved
id_test_pbf03_0005,id_test,openfoam_cases/id_test_pbf03_0005,true,,7,7.617779,2.773978,2.356163,1.14987,31.942204,240,30,2.356163,false,6dcd3708a2555175de2322385b100c3a5c606accd758bdb5f4f72a21cfab6eaf,09f03a3602f0185ad7437e45d68ede060ff67efc6139bce1a791d66d653ef95f,generated_not_solved
id_test_pbf03_0006,id_test,openfoam_cases/id_test_pbf03_0006,true,,8,7.320881,2.774033,3.256949,0.677859,27.884294,240,29,3.256949,false,aaea8c7cf3128125f5f3513689c9f8446d00f63c9357fc2396023f864c6a2c9b,bdc8cfe608cd264fb460d81642716b929fd4c770c63bab8f000a76b0cfc27a67,generated_not_solved
