case_id,pool,npz_path,fluid_pixels,T_min_K,T_p01_K,T_mean_K,T_p99_K,T_max_K,U_mag_min_m_per_s,U_mag_mean_m_per_s,U_mag_max_m_per_s,T_mean_delta_K,T_outlet_bulk_K,T_outlet_bulk_delta_K,enthalpy_expected_delta_K,enthalpy_balance_ratio,enthalpy_balance_passed,passed,failure_reasons,npz_sha256
id_train_0000,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0000.npz,15872,293.14990234375,293.1499938964844,294.4602966308594,304.9751281738281,344.2464599609375,3.263757753302343e-05,0.5701147317886353,1.4196795225143433,1.3102966308593977,293.4144592285156,0.26445922851564774,0.28729019531079986,0.920529947879172,true,true,,0f065f078ef7816b3fb67006f073ec1dd88e42e62ab4d985542e953ea9232f8c
id_train_0001,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0001.npz,15920,293.1499938964844,293.1499938964844,293.9969787597656,300.2801513671875,316.11114501953125,1.558882104291115e-05,0.21164432168006897,0.5049488544464111,0.8469787597656477,293.4697570800781,0.31975708007814774,0.33970917020515023,0.9412671429653976,true,true,,0d3b149ca3e5e787d1bd872511cb9e20a1fb6e6959611f21a9bb41173afba925
id_train_0002,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0002.npz,15436,293.1499938964844,293.1499938964844,294.4252014160156,302.3241882324219,329.77667236328125,3.748278322746046e-05,0.598157525062561,1.8108301162719727,1.2752014160156477,293.49468994140625,0.34468994140627274,0.3861403316914312,0.8926545950183679,true,true,,8dfed2a7bff5a9704ba4210e48731e7322a394788b7b35c7457b69c07bffffa6
id_train_0003,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0003.npz,15940,293.1499328613281,293.1499938964844,293.4744873046875,296.4365234375,303.24151611328125,1.2050891200487968e-06,0.5248494744300842,0.9787869453430176,0.32448730468752274,293.1905212402344,0.04052124023439774,0.04385852465478436,0.9239079643773979,true,true,,976622bb5dbc59f79cb73b508f0fa550226728009944f9531f00a063068b7b61
id_train_0004,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0004.npz,15456,293.14990234375,293.1499938964844,295.2927551269531,314.6725158691406,343.0191955566406,3.984474460594356e-05,0.5415082573890686,1.249191403388977,2.1427551269531477,293.4608459472656,0.31084594726564774,0.3377190997580932,0.9204275016968403,true,true,,1cc384c18e5a712d662b08de43a6b5b800827a15971047b75076b1c4005804a1
id_train_0005,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0005.npz,15968,293.14996337890625,293.1499938964844,294.59393310546875,304.3819885253906,338.2315368652344,4.302763773011975e-05,0.5886040329933167,1.3330202102661133,1.4439331054687727,293.4039001464844,0.25390014648439774,0.2710173302279531,0.9368409993222275,true,true,,a17776cee6c157a65b029d0ec89ba4286d09ea903127982de4f08f8d0ce2c490
id_train_0006,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0006.npz,15712,293.1499938964844,293.1499938964844,297.1705017089844,332.8168640136719,410.7768249511719,5.882573645976663e-07,0.24122631549835205,0.8342865109443665,4.020501708984398,293.9801330566406,0.8301330566406477,0.5177083736313001,1.6034762018971116,true,true,,2fbe7066037a587210a4631e88d72b34ebac3bf4de9b70c8c3b53b22861521e5
id_train_0007,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0007.npz,15448,293.1497497558594,293.14996337890625,293.56915283203125,297.7775573730469,312.11322021484375,6.339132960420102e-05,0.7326643466949463,2.247805118560791,0.41915283203127274,293.21978759765625,0.06978759765627274,0.078717635983583,0.8865560656677663,true,true,,fa00b1a87e997e4df0cb388bd0c18a4867a00c9ef602b127e99a0aca157bc3b1
id_train_0008,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0008.npz,15256,293.1499938964844,293.1499938964844,293.6465148925781,298.124755859375,306.3160705566406,3.026404783668113e-06,0.25857624411582947,1.0695524215698242,0.49651489257814774,293.2992858886719,0.14928588867189774,0.16248188505156771,0.9187848148396242,true,true,,159b2543f7621c87388a6bb1bc7f1cf459c8932fb27d8acbfacfd120b58faa3e
id_train_0010,id_train,evidence_pack_tier2_steady/04_predictions/physical_acquisition_fixed_grid_fields/id_train_0010.npz,15952,293.14996337890625,293.1499938964844,293.4875183105469,295.8262634277344,305.54107666015625,0.00015370719484053552,1.14064621925354,2.5369491577148438,0.33751831054689774,293.2463073730469,0.09630737304689774,0.10277070770025708,0.9371091744136819,true,true,,f28bb6ccf6a73ebc7e85836f4925ece16051641aff8881fbdcc24fe4b576a86f
